barstool_1_odds,betclic_1_odds,betfair_1_odds,betfred_1_odds,betmgm_1_odds,betonlineag_1_odds,betrivers_1_odds,betus_1_odds,betway_1_odds,bovada_1_odds,casumo_1_odds,circasports_1_odds,coral_1_odds,draftkings_1_odds,fanduel_1_odds,foxbet_1_odds,gtbets_1_odds,ladbrokes_1_odds,lowvig_1_odds,marathonbet_1_odds,matchbook_1_odds,mrgreen_1_odds,mybookieag_1_odds,nordicbet_1_odds,onexbet_1_odds,paddypower_1_odds,pinnacle_1_odds,pointsbetus_1_odds,sport888_1_odds,sugarhouse_1_odds,superbook_1_odds,twinspires_1_odds,unibet_1_odds,unibet_eu_1_odds,unibet_uk_1_odds,unibet_us_1_odds,williamhill_1_odds,williamhill_us_1_odds,wynnbet_1_odds,team,game_id,number_of_game_today,day_of_week,day_night,park_id,minutes_since_commence,hour_of_start,opponent,this_team_league,opponent_league,this_team_game_of_season,opponent_game_of_season,home_away,average_market_odds,highest_bettable_odds,snapshot_time,ev,date,sportsbooks_used
1.87,2.15,0.0,0.0,2.65,0.0,0.0,0.0,0.0,2.1,1.83,0.0,0.0,1.87,1.82,0.0,0.0,0.0,0.0,0.0,2.12,1.79,1.9,1.98,0.0,1.83,1.62,1.71,0.0,0.0,0.0,1.85,0.0,1.83,1.81,1.83,0.0,0.0,2.05,St. Louis Cardinals,5101db05dce055e0f3766622b76461fc,0,Tue,N,STP01,97.98333333,15,Tampa Bay Rays,NL,AL,114,115,0,1.926842105,2.65,8/9/23 0:17,37.53,8/8/23,['Betmgm']
2.8,3.25,0.0,0.0,3.1,0.0,0.0,0.0,0.0,2.7,2.8,0.0,0.0,2.65,2.7,0.0,0.0,0.0,0.0,0.0,2.58,2.7,2.65,2.65,0.0,2.8,2.57,2.85,0.0,0.0,0.0,2.8,0.0,2.8,2.7,2.8,0.0,0.0,2.5,Miami Marlins,629244142f55fa21c87cf4b4d038b695,0,Tue,N,DYE01,96.98333333,15,Cincinnati Reds,NL,NL,115,117,0,2.757894737,3.1,8/9/23 0:17,12.4,8/8/23,['Betmgm']
1.87,2.15,0.0,0.0,2.65,0.0,0.0,0.0,0.0,2.1,1.83,0.0,0.0,1.87,1.82,0.0,0.0,0.0,0.0,0.0,2.12,1.79,1.9,1.98,0.0,1.83,1.62,1.71,0.0,0.0,0.0,1.85,0.0,1.83,1.81,1.83,0.0,0.0,2.05,St. Louis Cardinals,5101db05dce055e0f3766622b76461fc,0,Tue,N,STP01,97.98333333,15,Tampa Bay Rays,NL,AL,114,115,0,1.926842105,2.65,8/9/23 0:17,37.53,8/8/23,['Betmgm']
2.8,3.25,0.0,0.0,3.1,0.0,0.0,0.0,0.0,2.7,2.8,0.0,0.0,2.65,2.7,0.0,0.0,0.0,0.0,0.0,2.58,2.7,2.65,2.65,0.0,2.8,2.57,2.85,0.0,0.0,0.0,2.8,0.0,2.8,2.7,2.8,0.0,0.0,2.5,Miami Marlins,629244142f55fa21c87cf4b4d038b695,0,Tue,N,DYE01,96.98333333,15,Cincinnati Reds,NL,NL,115,117,0,2.757894737,3.1,8/9/23 0:17,12.4,8/8/23,['Betmgm']
1.87,2.15,0.0,0.0,2.65,0.0,0.0,0.0,0.0,2.1,1.83,0.0,0.0,2.35,1.82,0.0,0.0,0.0,0.0,0.0,2.12,1.79,1.9,1.98,0.0,1.83,1.62,2.15,0.0,0.0,0.0,2.28,0.0,1.83,1.81,1.83,0.0,0.0,2.05,St. Louis Cardinals,5101db05dce055e0f3766622b76461fc,0,Tue,N,STP01,98.15,15,Tampa Bay Rays,NL,AL,114,115,0,1.997894737,2.35,8/9/23 0:17,17.62,8/8/23,['Draftkings']
1.33,1.37,0.0,0.0,1.29,0.0,0.0,0.0,0.0,1.3,1.32,0.0,0.0,1.36,1.33,0.0,0.0,0.0,0.0,0.0,1.43,1.28,1.32,1.3,0.0,1.33,1.29,1.48,0.0,0.0,0.0,1.32,0.0,1.32,1.29,1.32,0.0,0.0,0.0,Philadelphia Phillies,ee9ec31eb3df5bb916eedb9e9cc25538,0,Tue,N,PHI13,52.7,16,Washington Nationals,NL,NL,115,114,1,1.332222222,1.48,8/9/23 0:17,11.09,8/8/23,['Pointsbetus']
2.8,3.25,0.0,0.0,3.1,0.0,0.0,0.0,0.0,2.7,2.8,0.0,0.0,2.9,2.7,0.0,0.0,0.0,0.0,0.0,3.4,2.7,2.65,2.65,0.0,2.8,2.57,3.5,0.0,0.0,0.0,3.25,0.0,2.8,2.7,2.8,0.0,0.0,2.5,Miami Marlins,629244142f55fa21c87cf4b4d038b695,0,Tue,N,DYE01,97.15,15,Cincinnati Reds,NL,NL,115,117,0,2.872105263,3.5,8/9/23 0:17,21.86,8/8/23,['Pointsbetus']
2.4,2.45,0.0,0.0,2.3,0.0,0.0,0.0,0.0,2.55,2.28,0.0,0.0,2.2,2.32,0.0,0.0,0.0,0.0,0.0,2.76,2.28,2.4,2.32,0.0,2.3,2.27,2.65,0.0,0.0,0.0,2.2,0.0,2.28,2.28,2.28,0.0,0.0,2.35,Toronto Blue Jays,54a6f7f50dedce4e726945f1d303b510,0,Tue,N,CLE08,67.15,16,Cleveland Guardians,AL,AL,115,114,0,2.361578947,2.65,8/9/23 0:17,12.21,8/8/23,['Pointsbetus']
1.87,2.15,0.0,0.0,2.65,0.0,0.0,0.0,0.0,2.1,1.83,0.0,0.0,2.35,1.82,0.0,0.0,0.0,0.0,0.0,2.12,1.79,2.25,1.98,0.0,1.83,1.62,2.15,0.0,0.0,0.0,2.28,0.0,1.83,1.81,1.83,0.0,0.0,2.05,St. Louis Cardinals,5101db05dce055e0f3766622b76461fc,0,Tue,N,STP01,98.15,15,Tampa Bay Rays,NL,AL,114,115,0,2.016315789,2.35,8/9/23 0:17,16.55,8/8/23,['Draftkings']
1.33,1.37,0.0,0.0,1.29,0.0,0.0,0.0,0.0,1.3,1.32,0.0,0.0,1.36,1.33,0.0,0.0,0.0,0.0,0.0,1.43,1.28,1.32,1.3,0.0,1.33,1.29,1.48,0.0,0.0,0.0,1.32,0.0,1.32,1.29,1.32,0.0,0.0,0.0,Philadelphia Phillies,ee9ec31eb3df5bb916eedb9e9cc25538,0,Tue,N,PHI13,52.7,16,Washington Nationals,NL,NL,115,114,1,1.332222222,1.48,8/9/23 0:17,11.09,8/8/23,['Pointsbetus']
2.8,3.25,0.0,0.0,3.1,0.0,0.0,0.0,0.0,2.7,2.8,0.0,0.0,2.9,2.7,0.0,0.0,0.0,0.0,0.0,3.4,2.7,3.1,2.65,0.0,2.8,2.57,3.5,0.0,0.0,0.0,3.25,0.0,2.8,2.7,2.8,0.0,0.0,2.5,Miami Marlins,629244142f55fa21c87cf4b4d038b695,0,Tue,N,DYE01,97.15,15,Cincinnati Reds,NL,NL,115,117,0,2.895789474,3.5,8/9/23 0:17,20.87,8/8/23,['Pointsbetus']
2.4,2.45,0.0,0.0,2.3,0.0,0.0,0.0,0.0,2.55,2.28,0.0,0.0,2.2,2.32,0.0,0.0,0.0,0.0,0.0,2.76,2.28,2.35,2.32,0.0,2.3,2.27,2.65,0.0,0.0,0.0,2.2,0.0,2.28,2.28,2.28,0.0,0.0,2.35,Toronto Blue Jays,54a6f7f50dedce4e726945f1d303b510,0,Tue,N,CLE08,67.15,16,Cleveland Guardians,AL,AL,115,114,0,2.358947368,2.65,8/9/23 0:17,12.34,8/8/23,['Pointsbetus']
2.25,2.15,0.0,0.0,2.65,0.0,0.0,0.0,0.0,2.1,1.83,0.0,0.0,2.35,1.82,0.0,0.0,0.0,0.0,0.0,2.12,1.79,2.25,2.22,0.0,1.83,1.62,2.15,0.0,0.0,0.0,2.28,0.0,2.28,1.81,1.83,0.0,0.0,2.05,St. Louis Cardinals,5101db05dce055e0f3766622b76461fc,0,Tue,N,STP01,98.26666667,15,Tampa Bay Rays,NL,AL,114,115,0,2.072631579,2.35,8/9/23 0:17,13.38,8/8/23,['Draftkings']
1.33,1.37,0.0,0.0,1.29,0.0,0.0,0.0,0.0,1.3,1.32,0.0,0.0,1.36,1.31,0.0,0.0,0.0,0.0,0.0,1.43,1.28,1.32,1.28,0.0,1.3,1.29,1.48,0.0,0.0,0.0,1.32,0.0,1.32,1.29,1.32,0.0,0.0,0.0,Philadelphia Phillies,ee9ec31eb3df5bb916eedb9e9cc25538,0,Tue,N,PHI13,52.81666667,16,Washington Nationals,NL,NL,115,114,1,1.328333333,1.48,8/9/23 0:17,11.42,8/8/23,['Pointsbetus']
3.1,3.25,0.0,0.0,3.1,0.0,0.0,0.0,0.0,2.7,2.8,0.0,0.0,2.9,3.2,0.0,0.0,0.0,0.0,0.0,3.4,2.7,3.1,2.95,0.0,3.1,2.57,3.5,0.0,0.0,0.0,3.25,0.0,3.25,2.7,2.8,0.0,0.0,2.5,Miami Marlins,629244142f55fa21c87cf4b4d038b695,0,Tue,N,DYE01,97.26666667,15,Cincinnati Reds,NL,NL,115,117,0,2.993157895,3.5,8/9/23 0:17,16.93,8/8/23,['Pointsbetus']
2.35,2.45,0.0,0.0,2.3,0.0,0.0,0.0,0.0,2.55,2.28,0.0,0.0,2.2,2.28,0.0,0.0,0.0,0.0,0.0,2.76,2.28,2.35,2.27,0.0,2.25,2.27,2.65,0.0,0.0,0.0,2.2,0.0,2.2,2.28,2.28,0.0,0.0,2.35,Toronto Blue Jays,54a6f7f50dedce4e726945f1d303b510,0,Tue,N,CLE08,67.26666667,16,Cleveland Guardians,AL,AL,115,114,0,2.344736842,2.65,8/9/23 0:17,13.02,8/8/23,['Pointsbetus']
2.25,2.15,0.0,0.0,2.65,0.0,0.0,0.0,0.0,2.1,1.83,0.0,0.0,2.35,1.82,0.0,0.0,0.0,0.0,0.0,2.12,1.79,2.25,2.22,0.0,1.83,1.62,2.15,0.0,0.0,0.0,2.28,0.0,2.28,1.81,1.83,0.0,0.0,2.05,St. Louis Cardinals,5101db05dce055e0f3766622b76461fc,0,Tue,N,STP01,98.26666667,15,Tampa Bay Rays,NL,AL,114,115,0,2.072631579,2.35,8/9/23 0:17,13.38,8/8/23,['Draftkings']
1.33,1.37,0.0,0.0,1.29,0.0,0.0,0.0,0.0,1.3,1.32,0.0,0.0,1.36,1.31,0.0,0.0,0.0,0.0,0.0,1.43,1.28,1.32,1.28,0.0,1.3,1.29,1.48,0.0,0.0,0.0,1.32,0.0,1.32,1.29,1.32,0.0,0.0,0.0,Philadelphia Phillies,ee9ec31eb3df5bb916eedb9e9cc25538,0,Tue,N,PHI13,52.81666667,16,Washington Nationals,NL,NL,115,114,1,1.328333333,1.48,8/9/23 0:17,11.42,8/8/23,['Pointsbetus']
3.1,3.25,0.0,0.0,3.1,0.0,0.0,0.0,0.0,2.7,2.8,0.0,0.0,2.9,3.2,0.0,0.0,0.0,0.0,0.0,3.4,2.7,3.1,2.95,0.0,3.1,2.57,3.5,0.0,0.0,0.0,3.25,0.0,3.25,2.7,2.8,0.0,0.0,2.5,Miami Marlins,629244142f55fa21c87cf4b4d038b695,0,Tue,N,DYE01,97.26666667,15,Cincinnati Reds,NL,NL,115,117,0,2.993157895,3.5,8/9/23 0:17,16.93,8/8/23,['Pointsbetus']
2.35,2.45,0.0,0.0,2.3,0.0,0.0,0.0,0.0,2.55,2.28,0.0,0.0,2.2,2.28,0.0,0.0,0.0,0.0,0.0,2.76,2.28,2.35,2.27,0.0,2.25,2.27,2.65,0.0,0.0,0.0,2.2,0.0,2.2,2.28,2.28,0.0,0.0,2.35,Toronto Blue Jays,54a6f7f50dedce4e726945f1d303b510,0,Tue,N,CLE08,67.26666667,16,Cleveland Guardians,AL,AL,115,114,0,2.344736842,2.65,8/9/23 0:17,13.02,8/8/23,['Pointsbetus']
2.25,2.3,0.0,0.0,2.35,0.0,0.0,0.0,0.0,1.91,2.28,0.0,0.0,2.2,1.82,0.0,0.0,0.0,0.0,0.0,2.12,2.23,2.25,2.22,0.0,1.83,1.62,2.15,0.0,0.0,0.0,2.2,0.0,2.28,2.25,2.28,0.0,0.0,2.05,St. Louis Cardinals,5101db05dce055e0f3766622b76461fc,0,Tue,N,STP01,98.86666667,15,Tampa Bay Rays,NL,AL,114,115,0,2.136315789,2.35,8/9/23 0:17,10.0,8/8/23,['Betmgm']
2.25,2.3,0.0,0.0,2.35,0.0,0.0,0.0,0.0,1.91,2.28,0.0,0.0,2.2,1.82,0.0,0.0,0.0,0.0,0.0,2.12,2.23,2.25,2.22,0.0,1.83,1.62,2.15,0.0,0.0,0.0,2.2,0.0,2.28,2.25,2.28,0.0,0.0,2.05,St. Louis Cardinals,5101db05dce055e0f3766622b76461fc,0,Tue,N,STP01,98.86666667,15,Tampa Bay Rays,NL,AL,114,115,0,2.136315789,2.35,8/9/23 0:17,10.0,8/8/23,['Betmgm']
3.1,3.25,0.0,0.0,3.1,0.0,0.0,0.0,0.0,2.7,3.25,0.0,0.0,2.9,3.2,0.0,0.0,0.0,0.0,0.0,3.4,3.1,3.1,2.95,0.0,3.1,2.57,3.5,0.0,0.0,0.0,3.25,0.0,3.25,3.15,3.25,0.0,0.0,2.5,Miami Marlins,629244142f55fa21c87cf4b4d038b695,0,Tue,N,DYE01,98.18333333,15,Cincinnati Reds,NL,NL,115,117,0,3.085263158,3.5,8/9/23 0:18,13.44,8/8/23,['Pointsbetus']
2.35,2.45,0.0,0.0,2.25,0.0,0.0,0.0,0.0,2.4,2.2,0.0,0.0,2.2,2.32,0.0,0.0,0.0,0.0,0.0,2.46,2.2,2.3,2.27,0.0,2.3,2.27,2.65,0.0,0.0,0.0,2.2,0.0,2.2,2.2,2.2,0.0,0.0,2.35,Toronto Blue Jays,54a6f7f50dedce4e726945f1d303b510,0,Tue,N,CLE08,68.18333333,16,Cleveland Guardians,AL,AL,115,114,0,2.303684211,2.65,8/9/23 0:18,15.03,8/8/23,['Pointsbetus']
3.1,3.25,0.0,0.0,3.1,0.0,0.0,0.0,0.0,2.7,3.25,0.0,0.0,2.9,3.2,0.0,0.0,0.0,0.0,0.0,3.4,3.1,3.1,2.95,0.0,3.1,2.57,3.5,0.0,0.0,0.0,3.25,0.0,3.25,3.15,3.25,0.0,0.0,2.5,Miami Marlins,629244142f55fa21c87cf4b4d038b695,0,Tue,N,DYE01,98.18333333,15,Cincinnati Reds,NL,NL,115,117,0,3.085263158,3.5,8/9/23 0:18,13.44,8/8/23,['Pointsbetus']
2.35,2.45,0.0,0.0,2.25,0.0,0.0,0.0,0.0,2.4,2.2,0.0,0.0,2.2,2.32,0.0,0.0,0.0,0.0,0.0,2.46,2.2,2.3,2.27,0.0,2.3,2.27,2.65,0.0,0.0,0.0,2.2,0.0,2.2,2.2,2.2,0.0,0.0,2.35,Toronto Blue Jays,54a6f7f50dedce4e726945f1d303b510,0,Tue,N,CLE08,68.18333333,16,Cleveland Guardians,AL,AL,115,114,0,2.303684211,2.65,8/9/23 0:18,15.03,8/8/23,['Pointsbetus']
3.6,3.75,0.0,0.0,3.5,0.0,0.0,0.0,0.0,3.55,3.5,0.0,0.0,3.1,3.7,0.0,0.0,0.0,0.0,0.0,1.86,3.15,3.15,3.15,0.0,4.2,1.88,3.6,0.0,0.0,0.0,3.2,0.0,3.2,3.2,3.5,0.0,0.0,3.6,Boston Red Sox,d4cfc1317e9e1569fde75bc0fe6291e4,0,Tue,N,BOS07,68.63333333,16,Kansas City Royals,AL,AL,113,115,1,3.283684211,3.7,8/9/23 0:18,12.68,8/8/23,['Fanduel']
2.1,2.25,0.0,0.0,2.35,0.0,0.0,0.0,0.0,1.91,2.06,0.0,0.0,2.1,2.06,0.0,0.0,0.0,0.0,0.0,2.12,2.0,2.05,2.17,0.0,2.0,1.62,1.91,0.0,0.0,0.0,2.06,0.0,2.06,2.04,2.06,0.0,0.0,2.05,St. Louis Cardinals,5101db05dce055e0f3766622b76461fc,0,Tue,N,STP01,99.71666667,15,Tampa Bay Rays,NL,AL,114,115,0,2.051052632,2.35,8/9/23 0:18,14.58,8/8/23,['Betmgm']
3.25,3.65,0.0,0.0,3.2,0.0,0.0,0.0,0.0,3.55,3.5,0.0,0.0,3.1,3.7,0.0,0.0,0.0,0.0,0.0,1.86,3.15,3.15,3.2,0.0,3.7,1.88,3.6,0.0,0.0,0.0,3.2,0.0,3.2,3.2,3.5,0.0,0.0,3.6,Boston Red Sox,d4cfc1317e9e1569fde75bc0fe6291e4,0,Tue,N,BOS07,68.71666667,16,Kansas City Royals,AL,AL,113,115,1,3.220526316,3.7,8/9/23 0:18,14.89,8/8/23,['Fanduel']
2.1,2.25,0.0,0.0,2.35,0.0,0.0,0.0,0.0,1.91,2.06,0.0,0.0,2.1,2.06,0.0,0.0,0.0,0.0,0.0,2.12,2.0,2.05,2.17,0.0,2.0,1.62,1.91,0.0,0.0,0.0,2.06,0.0,2.06,2.04,2.06,0.0,0.0,2.05,St. Louis Cardinals,5101db05dce055e0f3766622b76461fc,0,Tue,N,STP01,99.71666667,15,Tampa Bay Rays,NL,AL,114,115,0,2.051052632,2.35,8/9/23 0:18,14.58,8/8/23,['Betmgm']
3.25,3.65,0.0,0.0,3.2,0.0,0.0,0.0,0.0,3.55,3.5,0.0,0.0,3.1,3.7,0.0,0.0,0.0,0.0,0.0,1.86,3.15,3.15,3.2,0.0,3.7,1.88,3.6,0.0,0.0,0.0,3.2,0.0,3.2,3.2,3.5,0.0,0.0,3.6,Boston Red Sox,d4cfc1317e9e1569fde75bc0fe6291e4,0,Tue,N,BOS07,68.71666667,16,Kansas City Royals,AL,AL,113,115,1,3.220526316,3.7,8/9/23 0:18,14.89,8/8/23,['Fanduel']
3.25,3.65,0.0,0.0,3.2,0.0,0.0,0.0,0.0,3.55,3.2,0.0,0.0,3.1,3.7,0.0,0.0,0.0,0.0,0.0,1.86,2.9,3.15,3.2,0.0,3.7,1.88,3.6,0.0,0.0,0.0,3.2,0.0,3.2,2.95,3.2,0.0,0.0,3.6,Boston Red Sox,d4cfc1317e9e1569fde75bc0fe6291e4,0,Tue,N,BOS07,69.05,16,Kansas City Royals,AL,AL,113,115,1,3.162631579,3.55,8/9/23 0:19,12.25,8/8/23,['Bovada']
3.25,3.65,0.0,0.0,3.2,0.0,0.0,0.0,0.0,3.55,3.2,0.0,0.0,3.1,3.7,0.0,0.0,0.0,0.0,0.0,1.86,2.9,3.15,3.2,0.0,3.7,1.88,3.3,0.0,0.0,0.0,3.2,0.0,3.2,2.95,3.2,0.0,0.0,3.6,Boston Red Sox,d4cfc1317e9e1569fde75bc0fe6291e4,0,Tue,N,BOS07,69.08333333,16,Kansas City Royals,AL,AL,113,115,1,3.146842105,3.55,8/9/23 0:19,12.81,8/8/23,['Bovada']
1.31,1.3,0.0,0.0,1.29,0.0,0.0,0.0,0.0,1.33,1.29,0.0,0.0,1.29,1.27,0.0,0.0,0.0,0.0,0.0,1.43,1.25,1.27,1.26,0.0,1.29,1.29,1.44,0.0,0.0,0.0,1.29,0.0,1.29,1.26,1.29,0.0,0.0,0.0,Philadelphia Phillies,ee9ec31eb3df5bb916eedb9e9cc25538,0,Tue,N,PHI13,54.63333333,16,Washington Nationals,NL,NL,115,114,1,1.302222222,1.44,8/9/23 0:19,10.58,8/8/23,['Pointsbetus']
3.1,3.25,0.0,0.0,3.1,0.0,0.0,0.0,0.0,2.7,3.25,0.0,0.0,2.9,3.2,0.0,0.0,0.0,0.0,0.0,3.4,3.1,3.1,2.95,0.0,3.1,2.57,3.5,0.0,0.0,0.0,3.25,0.0,3.25,3.15,3.25,0.0,0.0,3.0,Miami Marlins,629244142f55fa21c87cf4b4d038b695,0,Tue,N,DYE01,99.08333333,15,Cincinnati Reds,NL,NL,115,117,0,3.111578947,3.5,8/9/23 0:19,12.48,8/8/23,['Pointsbetus']
2.4,2.4,0.0,0.0,2.25,0.0,0.0,0.0,0.0,2.4,2.2,0.0,0.0,2.2,2.32,0.0,0.0,0.0,0.0,0.0,2.46,2.2,2.4,2.27,0.0,2.3,2.27,2.65,0.0,0.0,0.0,2.2,0.0,2.2,2.2,2.2,0.0,0.0,2.25,Toronto Blue Jays,54a6f7f50dedce4e726945f1d303b510,0,Tue,N,CLE08,69.08333333,16,Cleveland Guardians,AL,AL,115,114,0,2.303684211,2.65,8/9/23 0:19,15.03,8/8/23,['Pointsbetus']
1.31,1.3,0.0,0.0,1.29,0.0,0.0,0.0,0.0,1.33,1.29,0.0,0.0,1.29,1.27,0.0,0.0,0.0,0.0,0.0,1.43,1.25,1.27,1.26,0.0,1.29,1.29,1.44,0.0,0.0,0.0,1.29,0.0,1.29,1.26,1.29,0.0,0.0,0.0,Philadelphia Phillies,ee9ec31eb3df5bb916eedb9e9cc25538,0,Tue,N,PHI13,54.63333333,16,Washington Nationals,NL,NL,115,114,1,1.302222222,1.44,8/9/23 0:19,10.58,8/8/23,['Pointsbetus']
